AGEP,SEX,PINCP,PUMA,state
45,2,42000,03222,42
23,1,62270,03222,42
23,1,27000,03222,42
24,1,10000,03230,42
59,2,60610,03223,42
58,1,10000,03223,42
33,2,0,03223,42
18,1,500,03223,42
76,1,357900,03216,42
77,2,19200,03216,42
36,1,33600,03221,42
32,2,28410,03221,42
13,2,-19999,03221,42
8,2,-19999,03221,42
4,2,-19999,03221,42
0,1,-19999,03221,42
22,2,200,03229,42
22,2,7000,03229,42
22,2,8000,03229,42
35,2,50000,03231,42
42,1,0,03231,42
63,2,319700,03228,42
58,1,3600,03228,42
15,2,93000,03228,42
27,2,40000,03225,42
52,1,0,03228,42
47,2,10470,03228,42
23,1,0,03228,42
20,2,10470,03228,42
19,1,10460,03228,42
62,1,60000,03227,42
37,2,39400,03223,42
30,1,35000,03223,42
10,2,-19999,03223,42
69,2,70700,03227,42
26,2,0,03222,42
28,1,16300,03222,42
0,1,-19999,03222,42
32,2,165000,03230,42
60,1,7350,03222,42
56,2,12500,03222,42
16,1,0,03222,42
84,1,52000,03221,42
37,2,60000,03221,42
17,1,2200,03221,42
6,2,-19999,03221,42
39,1,46000,03221,42
75,2,70200,03230,42
32,2,150000,03230,42
69,2,11100,03225,42
73,1,27400,03225,42
46,1,30000,03225,42
44,1,0,03225,42
13,1,-19999,03225,42
77,1,79000,03225,42
57,2,45000,03225,42
72,1,15600,03227,42
71,2,43300,03227,42
31,1,145000,03229,42
31,2,50000,03229,42
1,2,-19999,03229,42
31,1,62000,03221,42
58,1,50000,03224,42
51,2,9800,03216,42
51,1,69000,03221,42
45,2,150,03221,42
20,2,12000,03221,42
9,2,-19999,03221,42
33,1,98000,03222,42
34,2,8400,03222,42
57,2,42200,03222,42
81,2,42100,03216,42
58,2,93000,03216,42
38,2,30000,03221,42
45,1,36000,03221,42
16,1,0,03221,42
7,1,-19999,03221,42
61,1,150000,03231,42
56,2,0,03231,42
51,2,86100,03231,42
64,2,15100,03227,42
80,2,19400,03227,42
67,1,0,03227,42
63,2,35600,03224,42
30,1,11600,03224,42
20,1,0,03224,42
70,1,49750,03230,42
59,2,62000,03230,42
67,2,46800,03221,42
74,1,63000,03222,42
74,1,53000,03221,42
57,2,26000,03221,42
30,2,55000,03229,42
58,2,0,03227,42
19,1,7500,03227,42
45,2,23000,03222,42
25,2,18000,03222,42
26,1,41000,03222,42
30,2,85000,03228,42
39,1,90000,03228,42
67,2,27430,03221,42
75,1,30060,03221,42
59,2,80000,03221,42
62,1,439000,03230,42
61,2,0,03230,42
31,2,74000,03229,42
29,2,41170,03229,42
48,1,1000,03228,42
42,2,16000,03228,42
66,1,11600,03227,42
28,1,12000,03223,42
30,2,50000,03231,42
35,1,60000,03231,42
32,1,300000,03230,42
28,2,88000,03230,42
44,1,30000,03222,42
31,2,0,03222,42
6,1,-19999,03222,42
0,2,-19999,03222,42
20,2,0,03228,42
20,2,0,03228,42
20,2,35000,03228,42
20,2,0,03228,42
35,2,73000,03223,42
35,1,54000,03223,42
16,2,0,03223,42
66,1,11700,03223,42
63,2,4300,03223,42
75,2,50400,03225,42
64,1,21900,03225,42
40,1,32500,03230,42
58,1,6000,03216,42
57,2,2800,03216,42
24,1,50000,03216,42
80,2,13000,03228,42
51,1,51000,03228,42
13,2,-19999,03228,42
35,1,290000,03230,42
34,2,72000,03230,42
2,2,-19999,03230,42
0,2,-19999,03230,42
29,1,146000,03228,42
63,2,118000,03223,42
70,2,24600,03225,42
42,1,16800,03225,42
55,2,12000,03221,42
53,1,12000,03221,42
21,1,10900,03221,42
72,2,21000,03224,42
40,2,65000,03223,42
47,1,45000,03223,42
13,1,-19999,03223,42
8,1,-19999,03223,42
72,2,14700,03225,42
28,1,20010,03230,42
62,1,148400,03230,42
24,1,15000,03230,42
24,1,90000,03230,42
51,2,155000,03229,42
51,1,67500,03229,42
50,1,35000,03229,42
69,1,42220,03221,42
95,2,9400,03216,42
54,1,70000,03221,42
56,2,19000,03221,42
24,2,24000,03221,42
21,1,0,03230,42
18,2,1000,03230,42
63,2,58000,03230,42
54,2,11600,03225,42
62,1,8200,03225,42
25,1,45000,03228,42
26,1,75000,03228,42
24,2,13600,03228,42
24,1,18000,03228,42
63,2,3000,03227,42
65,1,18000,03225,42
21,1,4000,03224,42
39,2,0,03224,42
50,1,92000,03223,42
27,1,42000,03223,42
56,1,34900,03228,42
30,2,84000,03231,42
59,1,0,03227,42
27,1,34000,03230,42
46,2,68000,03230,42
21,1,34000,03230,42
57,2,152800,03230,42
55,1,384000,03230,42
17,2,0,03230,42
33,2,55000,03216,42
40,2,56000,03224,42
55,1,1200,03224,42
22,2,1300,03224,42
77,1,18000,03224,42
57,2,0,03228,42
48,1,50000,03228,42
20,2,400,03228,42
0,1,-19999,03228,42
72,2,0,03221,42
70,2,22700,03221,42
55,2,21600,03227,42
17,1,0,03227,42
13,2,-19999,03227,42
59,1,51000,03222,42
83,1,32900,03222,42
82,2,8100,03222,42
40,2,0,03231,42
43,1,22900,03231,42
7,2,-19999,03231,42
4,2,-19999,03231,42
0,2,-19999,03231,42
70,2,10000,03230,42
44,1,48000,03230,42
9,1,-19999,03230,42
58,2,0,03224,42
29,1,27300,03216,42
29,2,10000,03216,42
27,1,38500,03230,42
33,1,0,03230,42
30,2,135100,03230,42
32,1,40000,03216,42
28,2,154000,03216,42
4,1,-19999,03216,42
72,2,23700,03227,42
60,1,135000,03230,42
44,2,40000,03230,42
71,1,15400,03227,42
59,2,3900,03227,42
30,2,100000,03230,42
29,1,73000,03230,42
58,2,38500,03223,42
75,2,10300,03223,42
77,1,46100,03223,42
51,2,51000,03228,42
51,1,0,03228,42
7,2,-19999,03228,42
70,1,77100,03231,42
58,2,26000,03231,42
54,2,82000,03231,42
74,1,6680,03222,42
76,2,16700,03216,42
52,1,10500,03216,42
30,2,0,03230,42
30,1,95000,03230,42
33,1,80000,03231,42
61,2,76000,03222,42
33,2,82000,03231,42
36,1,110000,03231,42
0,2,-19999,03231,42
68,1,12000,03216,42
71,2,21600,03221,42
45,1,33300,03228,42
37,2,0,03228,42
15,1,0,03228,42
11,1,-19999,03228,42
4,1,-19999,03228,42
71,1,9000,03228,42
28,1,45000,03228,42
26,1,135000,03228,42
28,1,30000,03228,42
73,2,135000,03231,42
32,2,84000,03228,42
40,1,125000,03228,42
48,2,178400,03230,42
66,1,120000,03216,42
65,1,20000,03216,42
33,2,61000,03216,42
32,1,65000,03216,42
46,1,24000,03225,42
40,2,24000,03225,42
17,1,0,03225,42
14,1,-19999,03225,42
24,1,0,03230,42
22,2,5100,03230,42
69,2,70700,03231,42
51,1,40000,03231,42
43,2,23800,03231,42
15,2,0,03231,42
6,2,-19999,03231,42
33,2,105000,03228,42
34,1,105000,03228,42
48,2,5300,03228,42
13,2,-19999,03228,42
81,2,35700,03222,42
53,2,110000,03222,42
80,1,40170,03221,42
72,2,36170,03221,42
75,1,132200,03230,42
66,1,30700,03221,42
64,2,42800,03221,42
37,2,12220,03221,42
37,1,20600,03221,42
27,1,33200,03221,42
15,1,0,03221,42
11,1,-19999,03221,42
43,1,0,03231,42
43,2,75000,03231,42
8,2,-19999,03231,42
7,1,-19999,03231,42
2,2,-19999,03231,42
0,1,-19999,03231,42
45,1,20000,03221,42
45,2,0,03221,42
21,1,7000,03221,42
19,2,300,03221,42
13,2,-19999,03221,42
7,2,-19999,03221,42
35,1,73000,03225,42
11,1,-19999,03225,42
55,1,95000,03222,42
27,1,27300,03222,42
75,1,15200,03222,42
26,2,63000,03222,42
36,1,60000,03230,42
33,2,180000,03230,42
90,1,14000,03228,42
31,1,57000,03229,42
35,1,2910,03227,42
45,1,50000,03221,42
45,2,50000,03221,42
69,2,40000,03229,42
59,1,9100,03229,42
33,2,400,03229,42
35,1,12000,03229,42
14,1,-19999,03229,42
12,1,-19999,03229,42
3,1,-19999,03229,42
61,1,46000,03229,42
84,1,16800,03229,42
62,1,14000,03229,42
40,1,0,03229,42
40,2,240000,03216,42
2,1,-19999,03216,42
30,2,175000,03230,42
29,1,100000,03230,42
27,2,20000,03216,42
69,1,13000,03227,42
95,2,45600,03222,42
69,1,0,03225,42
70,2,0,03225,42
82,1,47900,03216,42
83,2,54100,03216,42
47,1,62000,03216,42
46,2,55000,03216,42
17,2,7500,03216,42
13,2,-19999,03216,42
11,2,-19999,03216,42
33,2,44400,03229,42
11,1,-19999,03229,42
1,1,-19999,03229,42
95,2,14000,03227,42
66,1,1000,03230,42
80,1,187300,03231,42
47,1,0,03229,42
45,2,89000,03229,42
40,1,140000,03216,42
33,2,50000,03216,42
8,2,-19999,03216,42
88,1,47800,03227,42
75,2,42800,03216,42
72,2,12800,03216,42
55,2,32600,03216,42
35,1,15000,03222,42
81,1,29900,03225,42
80,1,14170,03230,42
81,2,8600,03230,42
67,2,14400,03223,42
71,1,13200,03227,42
69,2,9400,03227,42
72,2,21600,03225,42
60,1,10470,03216,42
31,2,105000,03231,42
50,2,60000,03223,42
59,1,45000,03223,42
22,2,0,03223,42
14,1,-19999,03223,42
57,2,75100,03221,42
63,1,67600,03221,42
32,2,8400,03221,42
43,1,204800,03230,42
42,2,52000,03230,42
8,2,-19999,03230,42
5,1,-19999,03230,42
42,2,3900,03227,42
11,1,-19999,03227,42
24,2,0,03230,42
73,1,54300,03228,42
75,2,20810,03223,42
26,2,28000,03230,42
25,2,30000,03230,42
49,1,30300,03225,42
33,2,16000,03225,42
20,1,0,03225,42
10,2,-19999,03225,42
4,1,-19999,03225,42
29,2,130000,03227,42
57,2,148400,03216,42
59,2,52000,03229,42
51,1,35000,03229,42
82,2,63000,03223,42
55,2,0,03231,42
56,1,200000,03231,42
62,1,3100,03216,42
68,2,81450,03216,42
59,1,16370,03222,42
63,2,34100,03225,42
66,2,26000,03221,42
68,2,16600,03227,42
64,2,35000,03216,42
24,2,40000,03216,42
69,2,6400,03229,42
69,1,10000,03229,42
71,2,23300,03229,42
33,2,112000,03230,42
33,1,80000,03230,42
72,2,9600,03227,42
21,1,15000,03229,42
21,1,5000,03229,42
48,1,131000,03228,42
56,1,61000,03222,42
62,2,25000,03230,42
28,1,68000,03230,42
28,1,56000,03230,42
39,1,55000,03216,42
39,2,4400,03216,42
9,2,-19999,03216,42
7,1,-19999,03216,42
2,1,-19999,03216,42
62,1,44600,03231,42
22,2,60050,03230,42
73,2,66700,03223,42
77,1,55300,03223,42
44,1,64000,03223,42
25,1,6000,03225,42
6,2,-19999,03225,42
4,1,-19999,03225,42
34,2,141000,03228,42
50,1,0,03228,42
43,2,81000,03224,42
42,1,2000,03224,42
7,1,-19999,03224,42
67,1,0,03230,42
62,2,12000,03230,42
56,1,29400,03223,42
28,2,95000,03230,42
40,2,0,03227,42
43,1,1100,03227,42
14,2,-19999,03227,42
10,1,-19999,03227,42
37,2,160000,03230,42
69,2,378000,03228,42
58,1,0,03227,42
55,1,1900,03222,42
50,2,0,03222,42
11,2,-19999,03222,42
60,1,111020,03216,42
5,2,-19999,03216,42
64,1,78000,03227,42
60,2,77000,03227,42
74,1,22000,03230,42
34,2,2400,03216,42
12,1,-19999,03216,42
8,1,-19999,03216,42
22,2,5000,03216,42
87,1,41000,03221,42
83,2,9000,03221,42
33,2,68000,03216,42
45,2,0,03222,42
51,1,42000,03222,42
20,2,0,03222,42
17,2,0,03222,42
14,2,-19999,03222,42
12,1,-19999,03222,42
11,1,-19999,03222,42
22,1,20000,03216,42
41,2,40000,03228,42
41,1,30000,03228,42
3,1,-19999,03228,42
81,2,313300,03230,42
73,1,4800,03230,42
52,2,16600,03222,42
15,2,0,03222,42
74,2,6500,03222,42
34,1,545000,03230,42
39,2,30000,03227,42
17,1,0,03227,42
59,1,94000,03231,42
59,2,35400,03231,42
19,2,18300,03231,42
73,2,16400,03225,42
37,1,57000,03216,42
35,2,9300,03216,42
0,1,-19999,03216,42
66,2,44200,03228,42
23,1,37000,03230,42
60,2,9000,03216,42
64,1,13000,03216,42
70,2,35300,03223,42
36,2,6200,03222,42
28,1,60000,03222,42
15,2,0,03222,42
9,1,-19999,03222,42
33,2,30000,03216,42
32,1,50000,03216,42
82,2,17000,03221,42
38,2,50000,03228,42
41,1,161800,03228,42
4,2,-19999,03228,42
0,2,-19999,03228,42
27,2,31800,03231,42
8,2,-19999,03231,42
38,1,68000,03221,42
35,2,58000,03221,42
10,2,-19999,03221,42
0,2,-19999,03221,42
15,1,0,03221,42
42,2,25000,03223,42
20,2,3000,03223,42
17,1,400,03223,42
15,1,0,03223,42
71,2,29500,03222,42
66,2,10360,03231,42
69,1,50000,03221,42
26,2,34000,03227,42
23,2,12000,03228,42
51,1,35000,03229,42
36,2,40030,03227,42
39,1,44000,03227,42
29,1,98000,03227,42
31,1,30000,03227,42
51,2,14900,03222,42
24,2,50000,03222,42
35,1,8000,03222,42
69,1,31560,03227,42
29,1,70000,03230,42
30,1,17800,03231,42
32,2,10000,03231,42
62,1,22000,03229,42
57,2,13200,03229,42
17,2,0,03229,42
55,1,358000,03222,42
57,2,8000,03222,42
26,1,1500,03222,42
18,1,0,03222,42
76,2,21900,03224,42
39,1,0,03224,42
13,2,-19999,03224,42
84,1,18300,03216,42
87,2,7000,03216,42
84,2,2400,03224,42
66,2,48100,03224,42
26,1,1500,03224,42
25,2,0,03227,42
50,2,10000,03227,42
22,1,4000,03228,42
22,2,2000,03228,42
22,2,3000,03228,42
22,2,10000,03228,42
21,2,87000,03228,42
32,2,95000,03230,42
53,2,24000,03227,42
55,1,32500,03227,42
24,2,6000,03230,42
35,2,547000,03228,42
4,2,-19999,03228,42
4,2,-19999,03228,42
44,1,0,03225,42
39,2,68000,03216,42
41,1,80000,03216,42
2,2,-19999,03216,42
63,1,100000,03221,42
61,2,-1600,03221,42
33,1,25000,03221,42
30,1,48000,03221,42
30,2,39000,03227,42
8,1,-19999,03227,42
7,1,-19999,03227,42
1,2,-19999,03227,42
37,2,97070,03229,42
68,2,295000,03228,42
44,1,47600,03225,42
77,2,41400,03221,42
25,2,10000,03230,42
26,2,39400,03230,42
26,1,65000,03231,42
59,1,158400,03216,42
36,2,0,03224,42
60,1,86000,03228,42
60,2,2800,03228,42
70,1,32500,03216,42
67,2,7960,03216,42
66,1,12100,03227,42
25,2,88000,03231,42
25,1,0,03230,42
28,1,2000,03230,42
25,1,0,03230,42
66,2,22470,03227,42
58,1,12500,03227,42
24,1,8000,03227,42
43,1,19200,03225,42
78,1,77700,03231,42
52,2,0,03231,42
14,2,-19999,03231,42
43,2,70000,03228,42
35,2,85000,03227,42
62,2,13000,03227,42
21,1,0,03227,42
64,2,14400,03227,42
66,1,38000,03227,42
44,1,31000,03227,42
42,2,65000,03231,42
59,1,240000,03228,42
68,2,24900,03221,42
66,1,252850,03230,42
64,2,52400,03230,42
57,1,10000,03224,42
36,1,50000,03228,42
65,2,3750,03216,42
78,1,126200,03221,42
46,1,90000,03221,42
42,2,52000,03221,42
20,2,10000,03221,42
18,2,6000,03221,42
14,2,-19999,03221,42
10,1,-19999,03221,42
30,1,115000,03231,42
78,1,77300,03221,42
81,2,23300,03221,42
60,1,40000,03223,42
66,1,12300,03222,42
65,2,15000,03222,42
71,2,19000,03216,42
62,2,60000,03223,42
63,1,10000,03223,42
25,1,10000,03223,42
27,2,1300,03229,42
28,2,0,03229,42
43,1,85200,03221,42
31,2,63000,03230,42
61,2,55000,03225,42
63,1,13800,03225,42
30,2,20000,03225,42
11,1,-19999,03225,42
34,2,93000,03231,42
24,1,0,03229,42
79,2,8300,03227,42
47,1,135200,03229,42
34,2,30500,03229,42
7,1,-19999,03229,42
5,1,-19999,03229,42
67,2,2300,03216,42
82,2,41000,03221,42
75,2,12700,03231,42
75,1,69200,03231,42
33,1,60000,03221,42
31,2,34500,03221,42
4,1,-19999,03221,42
2,2,-19999,03221,42
15,1,0,03221,42
32,2,100000,03222,42
35,1,70000,03222,42
2,2,-19999,03222,42
0,2,-19999,03222,42
59,2,84000,03224,42
32,1,60000,03224,42
28,2,0,03224,42
64,1,546900,03230,42
63,2,66000,03222,42
66,1,10000,03222,42
34,1,25300,03222,42
54,2,9600,03227,42
65,2,5440,03224,42
32,1,55000,03224,42
70,1,10000,03224,42
27,2,90000,03216,42
77,2,29440,03221,42
54,2,31000,03224,42
86,2,9600,03224,42
56,2,65000,03224,42
27,1,55030,03223,42
30,1,100000,03223,42
31,2,75100,03230,42
35,1,220000,03230,42
43,2,30000,03227,42
15,2,0,03227,42
42,2,62250,03227,42
29,1,110000,03230,42
27,1,56000,03229,42
3,1,-19999,03229,42
62,1,0,03222,42
69,1,51100,03222,42
68,2,8400,03222,42
62,1,16800,03222,42
66,1,21204,03224,42
88,2,2000,03230,42
45,2,130000,03222,42
45,1,49800,03222,42
56,1,0,03227,42
41,2,1200,03227,42
33,2,89000,03225,42
35,1,32000,03225,42
14,2,-19999,03225,42
9,2,-19999,03225,42
59,1,900,03216,42
57,2,212400,03216,42
34,1,94000,03228,42
81,2,60930,03216,42
32,1,55000,03229,42
29,2,98800,03229,42
61,2,0,03230,42
61,1,11000,03230,42
23,1,10700,03230,42
68,1,10000,03227,42
84,1,28400,03221,42
77,2,12000,03221,42
68,2,18600,03225,42
39,1,43000,03221,42
51,1,384000,03221,42
73,1,19500,03227,42
72,2,3800,03227,42
68,1,47000,03222,42
20,2,30000,03229,42
20,2,7000,03229,42
20,1,20000,03229,42
27,2,104500,03230,42
28,1,75000,03230,42
76,1,16800,03229,42
45,2,80000,03231,42
46,1,65000,03231,42
19,2,11500,03231,42
13,2,-19999,03231,42
83,2,18700,03224,42
82,1,48000,03224,42
35,2,80000,03221,42
63,2,27700,03229,42
32,1,8000,03229,42
51,1,137800,03222,42
59,2,33970,03227,42
61,2,10910,03222,42
80,2,10400,03231,42
59,2,0,03231,42
57,2,65000,03224,42
13,2,-19999,03224,42
41,2,8000,03221,42
41,1,0,03221,42
27,2,72000,03230,42
31,1,545000,03230,42
25,2,75000,03228,42
23,2,5000,03228,42
20,2,2500,03228,42
52,2,27400,03228,42
48,1,60000,03228,42
31,2,66000,03228,42
28,1,45000,03228,42
2,1,-19999,03228,42
0,1,-19999,03228,42
37,1,8000,03230,42
49,2,20000,03227,42
46,1,30000,03227,42
10,1,-19999,03227,42
78,2,40900,03228,42
52,2,10000,03231,42
51,1,20000,03231,42
68,2,55100,03230,42
28,2,90000,03230,42
26,2,0,03230,42
40,2,5000,03231,42
34,1,9100,03231,42
62,1,13300,03229,42
65,1,16000,03229,42
69,2,24000,03231,42
73,1,24000,03231,42
33,2,95000,03230,42
35,1,104000,03230,42
52,1,40000,03222,42
46,2,0,03222,42
18,2,10900,03222,42
11,2,-19999,03222,42
9,2,-19999,03222,42
7,1,-19999,03222,42
47,1,20000,03222,42
33,2,0,03222,42
15,1,0,03222,42
13,1,-19999,03222,42
7,1,-19999,03222,42
47,1,80000,03222,42
31,1,13000,03222,42
30,1,62000,03222,42
41,2,0,03222,42
23,2,9100,03222,42
9,1,-19999,03222,42
3,2,-19999,03222,42
2,2,-19999,03222,42
0,1,-19999,03222,42
78,1,65000,03230,42
71,2,45000,03230,42
44,2,25100,03221,42
48,1,35000,03221,42
15,2,0,03221,42
64,1,7200,03230,42
44,2,380,03230,42
9,1,-19999,03230,42
4,2,-19999,03230,42
69,1,47000,03231,42
67,2,27000,03231,42
81,2,18900,03228,42
84,1,160100,03216,42
78,2,142200,03216,42
43,2,12500,03227,42
35,1,12500,03227,42
3,2,-19999,03227,42
57,2,0,03227,42
34,1,0,03227,42
31,1,5600,03227,42
53,2,46500,03230,42
54,1,80000,03230,42
14,1,-19999,03230,42
10,2,-19999,03230,42
60,2,27500,03222,42
57,1,0,03222,42
31,1,60000,03230,42
31,2,116000,03230,42
70,2,3900,03230,42
24,1,25200,03230,42
66,1,105230,03222,42
66,2,14000,03222,42
32,2,90000,03221,42
35,1,72000,03221,42
5,2,-19999,03221,42
40,1,35000,03229,42
1,1,-19999,03229,42
32,1,175000,03229,42
46,2,16000,03216,42
57,1,44000,03216,42
22,2,20000,03229,42
22,2,14980,03229,42
28,1,12700,03230,42
28,2,22200,03230,42
27,2,0,03227,42
5,2,-19999,03227,42
3,1,-19999,03227,42
26,2,26000,03228,42
29,1,0,03228,42
73,2,18000,03230,42
56,1,97100,03230,42
27,2,3000,03228,42
26,1,99000,03228,42
70,2,19100,03231,42
26,1,55000,03231,42
21,2,20000,03231,42
52,2,93000,03230,42
47,1,50300,03230,42
59,1,348000,03221,42
60,2,0,03221,42
25,2,103030,03221,42
22,2,300,03221,42
36,1,250000,03228,42
36,2,80000,03228,42
0,1,-19999,03228,42
30,1,10100,03223,42
7,1,-19999,03223,42
65,1,20700,03224,42
21,1,30000,03224,42
53,1,57000,03221,42
55,2,75000,03221,42
13,1,-19999,03221,42
10,1,-19999,03221,42
77,2,247000,03227,42
83,2,42000,03227,42
55,2,11300,03231,42
84,1,11500,03231,42
78,2,14700,03231,42
31,2,0,03231,42
31,2,65000,03231,42
80,1,53000,03230,42
78,1,43600,03224,42
71,1,12400,03230,42
85,2,471400,03230,42
86,1,9000,03230,42
61,2,225000,03230,42
63,1,160000,03230,42
39,1,27500,03231,42
35,1,100000,03230,42
35,2,90000,03230,42
70,2,0,03230,42
29,2,45500,03216,42
29,1,19000,03216,42
68,2,11000,03216,42
64,2,9000,03230,42
33,1,14000,03230,42
76,2,277400,03230,42
75,2,47500,03221,42
82,1,24000,03221,42
20,2,42000,03228,42
20,2,21300,03228,42
19,2,10000,03228,42
40,2,0,03229,42
22,2,0,03229,42
18,1,0,03229,42
12,1,-19999,03229,42
33,1,180000,03221,42
66,1,30000,03228,42
69,1,4800,03221,42
65,2,17000,03221,42
66,1,45600,03221,42
27,1,35000,03221,42
50,1,85000,03231,42
28,2,85020,03231,42
55,2,25000,03227,42
49,1,62000,03227,42
63,2,26000,03227,42
51,2,28100,03224,42
59,1,11160,03224,42
25,1,85000,03230,42
76,1,49500,03216,42
73,2,49000,03216,42
72,2,18800,03229,42
73,1,23000,03229,42
71,2,10900,03231,42
64,1,22000,03227,42
55,2,0,03227,42
27,1,20000,03227,42
23,1,12000,03227,42
21,1,0,03227,42
58,1,125000,03230,42
51,2,64000,03230,42
19,2,26000,03230,42
56,2,65000,03230,42
56,2,3400,03229,42
74,1,40700,03229,42
71,2,6700,03229,42
54,2,161550,03229,42
60,2,53000,03229,42
37,2,40000,03223,42
42,1,40000,03223,42
58,1,132000,03230,42
60,2,20000,03230,42
32,2,0,03231,42
54,1,80000,03231,42
7,2,-19999,03231,42
4,1,-19999,03231,42
70,2,0,03231,42
87,1,9700,03221,42
57,1,132000,03229,42
39,1,46000,03229,42
50,1,50000,03223,42
49,2,36400,03223,42
19,2,4000,03223,42
16,1,0,03223,42
11,1,-19999,03223,42
81,2,0,03223,42
54,2,90000,03221,42
30,1,90000,03221,42
28,2,15000,03221,42
28,2,79000,03230,42
27,2,75000,03230,42
80,2,2400,03224,42
51,2,23000,03227,42
26,1,80000,03227,42
24,2,30000,03227,42
77,1,8800,03227,42
57,2,113000,03230,42
42,2,33000,03216,42
24,1,33000,03216,42
20,1,33000,03216,42
42,2,35000,03222,42
69,1,6600,03222,42
35,1,48000,03216,42
70,1,10200,03229,42
69,1,12400,03221,42
74,1,101000,03228,42
63,2,60000,03228,42
62,2,13500,03221,42
62,1,67500,03221,42
41,2,2190,03227,42
51,1,181500,03230,42
79,2,38400,03230,42
67,1,8900,03229,42
71,2,12900,03229,42
34,1,75000,03228,42
41,2,115000,03228,42
27,1,90000,03221,42
27,2,80000,03221,42
73,1,56400,03225,42
49,1,180000,03231,42
42,2,48000,03231,42
4,2,-19999,03231,42
61,2,40540,03216,42
68,1,20200,03216,42
25,2,110000,03231,42
26,1,25500,03231,42
26,1,80000,03231,42
74,1,64600,03216,42
73,2,33510,03216,42
88,2,21600,03225,42
51,2,13300,03225,42
23,2,0,03225,42
61,2,10940,03225,42
67,1,12800,03225,42
39,2,20000,03225,42
38,1,100000,03225,42
21,2,18000,03225,42
19,2,0,03225,42
9,2,-19999,03225,42
47,2,109000,03216,42
48,1,132000,03216,42
16,2,1400,03216,42
13,2,-19999,03216,42
38,1,98000,03224,42
30,1,44500,03216,42
40,1,25000,03216,42
61,2,0,03231,42
48,2,18000,03230,42
45,1,14400,03230,42
12,2,-19999,03230,42
10,1,-19999,03230,42
31,1,14900,03231,42
70,2,110000,03230,42
33,2,60000,03230,42
25,2,50000,03230,42
46,2,48000,03227,42
28,2,40700,03227,42
29,1,45000,03227,42
29,1,41000,03227,42
6,1,-19999,03227,42
6,2,-19999,03227,42
72,2,16600,03222,42
59,1,2000,03230,42
57,2,0,03230,42
25,2,55000,03230,42
32,2,100000,03230,42
29,2,100000,03230,42
53,2,17500,03225,42
42,2,60000,03231,42
30,1,90000,03221,42
30,2,70000,03221,42
0,1,-19999,03221,42
81,2,3600,03225,42
39,2,1230,03225,42
6,2,-19999,03225,42
42,1,60000,03230,42
56,2,10100,03225,42
18,2,10100,03225,42
70,2,16900,03216,42
73,1,24700,03221,42
95,1,334500,03230,42
70,1,10300,03229,42
68,2,37000,03229,42
28,1,92270,03229,42
65,2,408000,03216,42
64,1,48500,03216,42
33,1,105000,03230,42
54,2,34000,03227,42
33,1,34000,03227,42
74,2,5400,03225,42
52,1,42900,03225,42
24,1,13000,03225,42
23,2,9000,03225,42
41,2,210000,03231,42
34,1,105000,03231,42
53,1,100,03216,42
46,2,95000,03216,42
17,1,3000,03216,42
12,2,-19999,03216,42
8,1,-19999,03216,42
84,2,15000,03216,42
64,2,32000,03229,42
58,2,31000,03223,42
61,1,600,03223,42
29,1,15000,03223,42
22,2,540,03223,42
74,1,3200,03222,42
88,1,42300,03222,42
53,1,112000,03230,42
74,2,34200,03230,42
42,1,13600,03228,42
38,2,2000,03228,42
0,2,-19999,03228,42
13,1,-19999,03228,42
78,2,26200,03224,42
50,1,90000,03216,42
50,2,60000,03216,42
66,2,4800,03227,42
19,1,200,03227,42
36,2,170000,03230,42
52,2,0,03216,42
60,1,90000,03216,42
20,1,0,03216,42
18,1,0,03216,42
45,1,27000,03227,42
69,2,21600,03228,42
31,1,10120,03228,42
70,1,3400,03228,42
58,1,82000,03221,42
54,2,120000,03221,42
18,1,6000,03221,42
17,2,5900,03221,42
85,2,11100,03221,42
72,1,45000,03227,42
48,2,24000,03227,42
26,2,62000,03227,42
11,2,-19999,03227,42
9,2,-19999,03227,42
40,1,57000,03221,42
45,2,55000,03221,42
20,2,6400,03221,42
3,2,-19999,03221,42
27,2,21000,03221,42
77,2,8400,03227,42
63,2,9500,03223,42
65,2,74200,03227,42
74,1,8200,03227,42
21,1,15000,03227,42
32,1,11000,03227,42
65,2,36000,03216,42
27,2,59000,03228,42
68,2,21200,03224,42
86,2,14500,03224,42
71,1,125000,03224,42
45,1,0,03224,42
80,2,3100,03216,42
49,2,9700,03225,42
31,1,10220,03225,42
19,2,0,03225,42
6,1,-19999,03225,42
2,1,-19999,03225,42
4,2,-19999,03225,42
65,2,26400,03216,42
49,2,50000,03216,42
3,2,-19999,03216,42
49,2,44000,03216,42
18,2,20200,03216,42
27,2,41600,03229,42
67,2,9500,03231,42
70,1,42400,03225,42
70,2,6200,03225,42
29,2,6000,03230,42
57,2,0,03230,42
60,1,545000,03230,42
35,1,90000,03228,42
33,2,60000,03228,42
1,1,-19999,03228,42
31,2,0,03227,42
12,1,-19999,03227,42
10,1,-19999,03227,42
22,2,50000,03228,42
24,2,4000,03228,42
22,2,80000,03228,42
64,2,20730,03225,42
68,1,42100,03225,42
55,2,7900,03223,42
60,2,50000,03228,42
62,1,49400,03228,42
63,2,33000,03216,42
31,2,45500,03227,42
28,1,41000,03227,42
12,1,-19999,03227,42
3,2,-19999,03227,42
2,1,-19999,03227,42
51,2,168000,03216,42
44,2,19000,03216,42
