AGEP,SEX,PINCP,PUMA,state
77,2,18400,03229,42
34,1,121400,03230,42
48,1,125000,03216,42
51,2,44100,03224,42
29,2,35000,03224,42
2,2,-19999,03224,42
40,2,115000,03224,42
44,1,60000,03224,42
16,2,500,03224,42
61,1,31400,03223,42
61,2,8200,03223,42
26,2,82000,03230,42
26,1,140000,03230,42
56,1,68400,03221,42
54,2,36000,03221,42
57,2,36000,03227,42
66,2,4100,03223,42
70,1,16000,03223,42
52,2,13200,03229,42
69,2,21500,03228,42
50,1,0,03228,42
28,2,2200,03229,42
52,2,260,03223,42
53,1,22400,03228,42
47,2,15600,03228,42
17,2,0,03228,42
8,2,-19999,03228,42
7,1,-19999,03228,42
60,2,92000,03216,42
60,1,52000,03216,42
38,1,100000,03231,42
37,2,90000,03231,42
4,2,-19999,03231,42
43,2,40000,03230,42
49,1,95000,03230,42
40,2,83000,03216,42
52,1,201000,03216,42
17,1,2000,03216,42
52,2,258000,03216,42
74,1,6300,03228,42
37,2,6200,03228,42
35,2,140000,03228,42
12,1,-19999,03228,42
65,1,10200,03228,42
41,1,15000,03227,42
33,2,66000,03227,42
53,1,26000,03227,42
60,1,46000,03227,42
55,2,14200,03227,42
66,2,26400,03222,42
32,1,4000,03222,42
25,1,25300,03222,42
46,2,14400,03231,42
48,1,36000,03231,42
8,1,-19999,03231,42
70,2,0,03231,42
30,1,73000,03230,42
28,2,100000,03230,42
54,2,51000,03228,42
24,1,0,03228,42
83,1,22200,03222,42
85,2,0,03222,42
33,2,112000,03228,42
38,1,4900,03228,42
39,1,42000,03223,42
34,2,0,03223,42
11,2,-19999,03223,42
8,1,-19999,03223,42
66,1,2800,03223,42
62,2,520,03223,42
70,2,12110,03216,42
32,2,74000,03223,42
9,1,-19999,03223,42
30,1,161000,03230,42
71,2,33100,03216,42
56,2,47100,03216,42
67,1,2600,03230,42
48,2,90000,03230,42
65,1,20700,03224,42
63,2,14400,03224,42
69,1,50300,03230,42
43,2,182000,03230,42
27,2,0,03227,42
89,1,19600,03222,42
42,1,18100,03221,42
35,1,66040,03229,42
33,2,20000,03229,42
58,2,42900,03228,42
57,1,503000,03228,42
31,1,60000,03216,42
26,1,40000,03230,42
48,2,126000,03229,42
33,2,72000,03231,42
34,1,180000,03231,42
28,1,105000,03231,42
61,1,10300,03222,42
28,2,118000,03230,42
51,2,1100,03224,42
59,2,9600,03228,42
14,2,-19999,03228,42
80,2,110000,03216,42
55,2,545000,03216,42
46,1,6700,03216,42
19,2,30000,03216,42
17,1,0,03216,42
14,1,-19999,03216,42
80,2,18000,03216,42
81,2,24000,03216,42
78,2,41000,03216,42
77,2,18000,03216,42
72,2,24000,03216,42
71,1,39100,03216,42
69,2,28900,03216,42
75,1,69100,03216,42
75,2,-1600,03216,42
47,1,50000,03216,42
53,1,15000,03216,42
59,2,48000,03216,42
49,2,9600,03225,42
51,1,15000,03225,42
53,2,72600,03216,42
71,2,14400,03216,42
16,1,7060,03216,42
45,2,4500,03216,42
47,1,281000,03216,42
11,1,-19999,03216,42
11,2,-19999,03216,42
10,2,-19999,03216,42
61,1,14000,03223,42
30,2,0,03230,42
29,2,130000,03230,42
29,2,50000,03230,42
36,2,0,03228,42
46,1,40000,03228,42
42,1,50000,03228,42
83,2,0,03231,42
88,2,18000,03230,42
95,1,21900,03230,42
64,1,18700,03222,42
53,2,0,03222,42
58,1,149860,03227,42
55,1,97620,03227,42
54,2,600,03228,42
65,1,400,03228,42
72,1,73400,03230,42
72,2,24100,03230,42
31,2,0,03223,42
34,1,0,03223,42
9,2,-19999,03223,42
4,2,-19999,03223,42
2,2,-19999,03223,42
67,1,22700,03216,42
45,1,47000,03228,42
45,2,45000,03228,42
22,2,0,03228,42
21,2,0,03228,42
26,1,60000,03216,42
37,1,8000,03225,42
35,2,18000,03225,42
15,1,0,03225,42
10,2,-19999,03225,42
2,2,-19999,03225,42
32,2,35000,03221,42
37,1,55000,03221,42
10,1,-19999,03221,42
4,2,-19999,03221,42
3,1,-19999,03221,42
69,2,18700,03224,42
58,2,2000,03222,42
32,2,35000,03216,42
32,1,76000,03216,42
14,1,-19999,03216,42
4,2,-19999,03216,42
0,2,-19999,03216,42
78,1,39000,03224,42
81,1,46500,03216,42
79,2,67500,03216,42
63,2,5200,03222,42
58,1,99050,03230,42
63,1,33200,03216,42
64,1,9600,03228,42
64,1,38800,03224,42
51,2,39600,03229,42
77,2,9600,03229,42
61,1,150000,03222,42
60,2,60000,03224,42
60,1,1200,03221,42
61,2,0,03221,42
65,1,98000,03221,42
53,2,0,03221,42
38,1,8200,03221,42
43,2,183000,03230,42
49,1,39000,03230,42
48,2,200,03224,42
16,1,0,03224,42
18,1,0,03224,42
75,2,2600,03229,42
61,2,98000,03222,42
22,1,12000,03222,42
63,1,12000,03222,42
24,2,64000,03230,42
24,2,20000,03230,42
56,2,545000,03230,42
39,1,110000,03221,42
40,2,50000,03221,42
52,2,0,03229,42
15,1,0,03229,42
22,2,16300,03229,42
44,2,96000,03231,42
57,1,22000,03229,42
27,2,24000,03229,42
22,2,0,03229,42
17,1,0,03229,42
24,1,23000,03229,42
75,2,43100,03227,42
82,2,57000,03216,42
39,1,180000,03222,42
41,2,62000,03222,42
6,2,-19999,03222,42
4,2,-19999,03222,42
30,1,30000,03222,42
81,1,375100,03230,42
76,2,43400,03230,42
81,2,97060,03230,42
27,2,75000,03229,42
67,2,14800,03216,42
71,1,1500,03216,42
24,1,50000,03230,42
41,1,5100,03228,42
60,2,0,03229,42
35,2,0,03229,42
17,1,0,03229,42
30,2,60000,03230,42
89,2,12800,03227,42
62,2,1900,03227,42
52,2,17200,03227,42
19,2,100,03227,42
25,2,1500,03229,42
77,2,12900,03227,42
68,2,0,03227,42
50,2,6200,03227,42
14,2,-19999,03227,42
27,2,72000,03228,42
26,1,56000,03228,42
66,1,5000,03224,42
79,2,10900,03230,42
29,2,170000,03231,42
28,1,100000,03231,42
67,2,32000,03230,42
63,1,28200,03225,42
28,2,38500,03230,42
26,1,75000,03230,42
34,2,34400,03227,42
57,2,10200,03222,42
84,2,9900,03222,42
70,2,106100,03216,42
57,2,78290,03228,42
53,2,39610,03228,42
56,2,26000,03227,42
26,2,33300,03227,42
28,1,68000,03230,42
59,2,83800,03223,42
67,1,47400,03223,42
25,1,60000,03223,42
63,1,29600,03222,42
62,2,14000,03222,42
38,1,0,03222,42
28,2,0,03222,42
26,2,0,03222,42
79,2,0,03230,42
33,1,94000,03231,42
58,2,100000,03227,42
56,1,150000,03227,42
43,2,40000,03216,42
49,1,15000,03216,42
33,2,122000,03231,42
31,1,110000,03231,42
49,2,70000,03221,42
69,2,81900,03216,42
44,1,60000,03216,42
59,2,65000,03227,42
24,2,1200,03216,42
40,2,60000,03225,42
42,1,30000,03225,42
7,1,-19999,03225,42
15,2,0,03225,42
13,2,-19999,03225,42
57,2,102000,03231,42
57,1,50000,03231,42
32,2,60500,03231,42
37,1,80000,03230,42
38,2,125000,03230,42
0,2,-19999,03230,42
91,2,42800,03216,42
63,1,80000,03230,42
54,1,55000,03221,42
49,2,60000,03221,42
29,2,38000,03221,42
19,1,5000,03221,42
73,2,2300,03221,42
70,1,183200,03230,42
71,2,85600,03230,42
59,2,89000,03223,42
9,2,-19999,03223,42
51,1,45100,03223,42
38,2,89900,03228,42
13,2,-19999,03228,42
95,2,72100,03216,42
56,2,79000,03229,42
44,1,40000,03222,42
42,2,62000,03222,42
16,2,0,03222,42
9,1,-19999,03222,42
62,2,15000,03222,42
40,2,59000,03231,42
41,1,8500,03231,42
64,2,36000,03224,42
40,2,100000,03228,42
31,1,100000,03228,42
34,1,52000,03230,42
64,1,130,03227,42
80,1,20000,03228,42
1,1,-19999,03228,42
43,2,0,03230,42
45,1,92000,03230,42
8,2,-19999,03230,42
4,1,-19999,03230,42
25,2,70000,03230,42
25,2,50000,03230,42
25,2,70000,03230,42
31,1,100000,03223,42
63,2,6300,03230,42
41,1,33600,03221,42
35,2,28800,03221,42
5,2,-19999,03221,42
62,2,50000,03222,42
44,2,65000,03222,42
27,2,54000,03216,42
54,1,80000,03221,42
52,2,60000,03221,42
28,2,44000,03231,42
10,1,-19999,03231,42
84,1,41000,03230,42
85,2,62000,03230,42
79,1,43700,03230,42
32,2,8000,03230,42
75,1,71000,03224,42
73,2,62200,03224,42
73,2,16020,03230,42
62,2,120540,03230,42
58,2,32000,03224,42
80,2,19900,03224,42
77,2,46400,03221,42
74,1,16000,03221,42
76,2,10000,03221,42
60,2,68250,03230,42
72,2,55000,03231,42
71,1,27700,03231,42
72,2,2900,03227,42
55,2,40000,03222,42
72,1,75360,03222,42
72,2,32000,03222,42
52,2,45000,03221,42
37,1,119000,03216,42
54,2,73000,03229,42
50,1,20000,03229,42
0,1,-19999,03229,42
35,2,105400,03227,42
37,1,58000,03227,42
7,2,-19999,03227,42
0,2,-19999,03227,42
47,1,80000,03216,42
37,2,118000,03216,42
33,1,40000,03221,42
60,2,85000,03221,42
33,2,60000,03231,42
34,1,56000,03231,42
2,2,-19999,03231,42
53,2,19200,03222,42
21,1,4800,03222,42
15,2,530,03222,42
32,2,65000,03216,42
30,1,30000,03216,42
54,2,76250,03230,42
64,1,121500,03230,42
32,2,127000,03228,42
65,2,37500,03227,42
41,1,20000,03227,42
45,2,57000,03227,42
23,2,19900,03227,42
21,1,30000,03227,42
16,2,8000,03227,42
16,2,0,03227,42
63,2,70000,03221,42
25,1,0,03221,42
48,2,135000,03230,42
1,2,-19999,03230,42
56,1,14000,03223,42
54,2,56000,03223,42
22,1,0,03223,42
66,2,34400,03216,42
69,2,30100,03216,42
23,2,4000,03216,42
24,1,61200,03216,42
76,2,4800,03216,42
36,1,0,03216,42
33,2,120000,03231,42
22,1,44200,03228,42
24,1,4100,03228,42
86,2,66900,03224,42
35,1,545000,03216,42
32,2,100000,03216,42
4,2,-19999,03216,42
2,2,-19999,03216,42
34,1,90000,03230,42
86,1,44800,03221,42
84,2,6000,03221,42
48,1,10000,03227,42
57,2,14200,03227,42
70,2,27100,03223,42
35,2,152000,03231,42
37,1,120000,03231,42
4,1,-19999,03231,42
73,2,2300,03230,42
77,1,27600,03230,42
74,2,40600,03224,42
71,1,10570,03224,42
25,2,14000,03224,42
3,1,-19999,03224,42
60,2,9500,03227,42
44,1,30000,03224,42
29,1,97000,03228,42
29,2,42000,03228,42
59,1,0,03229,42
22,2,5100,03228,42
25,1,73090,03228,42
23,2,32000,03228,42
23,1,35200,03228,42
22,2,2000,03228,42
51,2,65000,03230,42
21,2,1300,03229,42
21,1,3000,03229,42
21,2,22000,03229,42
80,2,37100,03230,42
74,1,263100,03230,42
51,2,0,03222,42
52,1,50000,03222,42
19,2,500,03222,42
81,2,56600,03227,42
55,1,26800,03229,42
52,2,46600,03229,42
26,1,60270,03229,42
61,1,600000,03216,42
60,2,106300,03231,42
56,1,60000,03231,42
59,1,98000,03228,42
76,1,36100,03221,42
70,2,27100,03221,42
49,2,25000,03227,42
26,2,21000,03231,42
25,2,24000,03231,42
24,2,7000,03231,42
43,1,80000,03221,42
41,1,9200,03221,42
36,2,0,03221,42
74,2,8600,03221,42
18,1,300,03221,42
38,2,95000,03231,42
4,2,-19999,03231,42
30,1,65800,03228,42
25,2,0,03228,42
29,2,45000,03228,42
62,1,0,03221,42
59,2,4200,03221,42
23,1,10000,03221,42
0,2,-19999,03221,42
27,1,120000,03230,42
24,1,66000,03230,42
37,2,5600,03222,42
61,1,30000,03227,42
75,1,30000,03222,42
73,2,0,03222,42
82,2,5700,03230,42
38,1,25000,03222,42
33,2,0,03222,42
5,1,-19999,03222,42
0,2,-19999,03222,42
69,2,19000,03216,42
68,2,59000,03216,42
46,1,27000,03231,42
42,2,27700,03231,42
67,2,0,03231,42
47,1,10000,03231,42
42,2,54300,03230,42
44,1,51000,03230,42
9,1,-19999,03230,42
6,1,-19999,03230,42
64,2,47000,03225,42
36,2,47000,03225,42
20,2,0,03225,42
18,1,0,03225,42
15,1,0,03225,42
0,2,-19999,03225,42
50,2,36000,03225,42
47,1,172000,03225,42
58,1,0,03229,42
59,1,6000,03229,42
67,1,90350,03223,42
69,2,56300,03223,42
34,2,91400,03223,42
44,1,225000,03229,42
42,2,188000,03229,42
7,2,-19999,03229,42
3,1,-19999,03229,42
1,2,-19999,03229,42
85,2,8800,03231,42
70,2,12000,03224,42
19,1,1400,03224,42
44,1,28000,03224,42
44,2,32000,03224,42
15,1,0,03224,42
13,2,-19999,03224,42
8,2,-19999,03224,42
70,2,36000,03222,42
47,1,17800,03222,42
45,1,17800,03222,42
34,2,7000,03227,42
15,2,0,03227,42
11,2,-19999,03227,42
69,1,10000,03228,42
36,2,80000,03227,42
38,1,69800,03227,42
36,1,9000,03231,42
29,1,105000,03228,42
29,1,130000,03228,42
36,2,114000,03230,42
49,2,52300,03228,42
81,1,10400,03231,42
52,1,222000,03230,42
39,2,85000,03221,42
40,1,82000,03221,42
12,1,-19999,03221,42
9,1,-19999,03221,42
1,1,-19999,03221,42
58,2,10100,03231,42
23,1,2000,03231,42
27,2,20000,03227,42
27,1,40000,03227,42
40,1,100000,03230,42
33,1,0,03230,42
73,2,58000,03231,42
82,2,8000,03225,42
37,2,65000,03231,42
38,1,65000,03231,42
40,2,2900,03225,42
43,1,18000,03225,42
19,1,70,03225,42
13,1,-19999,03225,42
63,2,42000,03224,42
30,1,24000,03223,42
55,2,75000,03231,42
58,1,78300,03231,42
23,1,70000,03231,42
22,1,70000,03231,42
30,1,32000,03222,42
32,2,0,03222,42
2,1,-19999,03222,42
1,1,-19999,03222,42
52,1,109000,03228,42
51,2,63000,03228,42
16,1,0,03228,42
67,2,9000,03222,42
8,2,-19999,03222,42
63,2,29500,03229,42
43,1,68000,03227,42
41,2,65000,03227,42
12,2,-19999,03227,42
6,2,-19999,03227,42
3,1,-19999,03227,42
45,2,19200,03225,42
46,1,31200,03225,42
54,2,108000,03228,42
17,2,0,03228,42
80,2,10600,03225,42
31,1,150000,03230,42
36,2,91370,03230,42
29,1,78000,03230,42
26,1,108000,03230,42
27,2,58000,03230,42
46,2,15600,03224,42
14,1,-19999,03224,42
65,2,77000,03222,42
29,1,155000,03216,42
28,2,100000,03216,42
1,1,-19999,03216,42
72,2,10300,03231,42
25,1,200000,03231,42
70,1,20500,03227,42
69,2,181000,03227,42
33,2,200000,03231,42
38,2,175000,03222,42
14,2,-19999,03222,42
24,2,50000,03222,42
33,2,41000,03228,42
35,1,63000,03228,42
53,2,82000,03221,42
55,1,20000,03221,42
23,1,10000,03221,42
21,2,6000,03221,42
20,1,5000,03221,42
44,2,56000,03224,42
43,1,11500,03224,42
14,2,-19999,03224,42
5,2,-19999,03224,42
48,2,15000,03230,42
84,2,8000,03222,42
46,1,8000,03222,42
62,1,0,03216,42
18,1,9000,03216,42
6,1,-19999,03216,42
56,2,1000,03230,42
59,1,26200,03230,42
58,2,16000,03225,42
79,1,20000,03224,42
22,2,10000,03227,42
22,2,0,03227,42
22,2,2000,03227,42
22,2,8000,03227,42
77,2,15300,03227,42
46,1,133000,03227,42
26,1,80000,03230,42
65,2,0,03228,42
34,2,0,03228,42
26,1,6700,03228,42
9,1,-19999,03228,42
25,1,57000,03216,42
26,1,70000,03216,42
24,1,50000,03216,42
32,2,120000,03231,42
41,1,400000,03231,42
0,2,-19999,03231,42
67,1,27500,03228,42
59,2,10100,03224,42
47,2,13700,03225,42
40,2,43000,03222,42
21,1,2300,03222,42
19,1,0,03222,42
19,2,2200,03222,42
17,1,9200,03222,42
15,2,1000,03222,42
5,2,-19999,03222,42
4,2,-19999,03222,42
1,2,-19999,03222,42
32,2,36800,03227,42
3,2,-19999,03227,42
31,2,4600,03227,42
9,1,-19999,03227,42
72,1,41000,03224,42
75,2,9600,03224,42
49,1,28000,03224,42
28,2,58400,03228,42
30,1,35000,03228,42
64,2,18000,03227,42
33,2,9600,03227,42
65,2,9200,03231,42
32,2,43300,03231,42
14,2,-19999,03231,42
26,2,60200,03231,42
37,1,52000,03230,42
35,2,0,03230,42
3,2,-19999,03230,42
38,2,63000,03230,42
41,1,0,03230,42
25,2,27500,03221,42
25,1,35000,03221,42
80,1,4100,03229,42
73,2,102000,03216,42
75,1,41600,03216,42
65,1,300000,03231,42
73,2,88700,03221,42
82,1,24200,03221,42
35,1,50000,03229,42
38,2,30000,03229,42
5,1,-19999,03229,42
4,1,-19999,03229,42
1,1,-19999,03229,42
77,2,16900,03229,42
37,2,0,03222,42
38,1,30000,03222,42
12,2,-19999,03222,42
10,1,-19999,03222,42
8,2,-19999,03222,42
54,2,96000,03224,42
23,2,19700,03224,42
72,2,23300,03222,42
51,2,39000,03222,42
20,1,24300,03222,42
15,1,0,03222,42
13,2,-19999,03222,42
27,1,3420,03227,42
27,1,24000,03227,42
28,2,254000,03228,42
29,1,30000,03228,42
29,2,15000,03227,42
23,1,62000,03216,42
67,2,68400,03230,42
30,1,90200,03231,42
29,2,65640,03231,42
23,2,42000,03227,42
59,1,12500,03225,42
62,2,8400,03225,42
54,1,0,03224,42
61,2,29800,03224,42
24,1,28200,03224,42
25,2,30000,03231,42
25,1,73000,03231,42
50,1,129000,03230,42
38,1,105000,03231,42
42,2,51000,03231,42
7,2,-19999,03231,42
4,1,-19999,03231,42
30,2,26960,03231,42
14,2,-19999,03231,42
11,1,-19999,03231,42
71,2,90300,03230,42
24,2,85100,03228,42
48,2,60000,03222,42
25,2,15400,03222,42
8,2,-19999,03222,42
34,2,5900,03224,42
7,2,-19999,03224,42
4,2,-19999,03224,42
45,2,30000,03227,42
49,1,61000,03227,42
7,2,-19999,03227,42
72,2,28800,03225,42
71,1,0,03225,42
25,2,2000,03225,42
50,1,45500,03221,42
48,2,50000,03222,42
27,2,20000,03222,42
15,2,8100,03222,42
7,2,-19999,03222,42
27,1,58000,03222,42
23,2,0,03222,42
55,2,6000,03222,42
68,1,15600,03229,42
72,2,12700,03229,42
70,1,12000,03221,42
68,2,6000,03221,42
52,1,305000,03216,42
50,2,555000,03216,42
14,2,-19999,03216,42
28,2,60000,03227,42
38,2,130000,03230,42
36,1,300000,03230,42
5,2,-19999,03230,42
0,1,-19999,03230,42
50,2,43000,03227,42
23,1,0,03227,42
24,2,10000,03230,42
25,2,80000,03230,42
45,2,56000,03228,42
18,2,0,03228,42
69,1,68000,03228,42
28,2,65000,03230,42
32,1,120000,03230,42
87,2,14400,03228,42
39,2,2400,03225,42
18,2,0,03225,42
13,1,-19999,03225,42
67,2,55600,03229,42
28,2,0,03229,42
5,2,-19999,03229,42
29,2,0,03229,42
74,2,50400,03223,42
30,1,34000,03225,42
95,2,18000,03231,42
35,1,112500,03216,42
44,1,83000,03230,42
38,2,53000,03230,42
2,2,-19999,03230,42
28,1,27500,03230,42
27,2,75000,03230,42
25,1,17800,03230,42
36,1,62000,03216,42
36,2,25000,03216,42
38,2,80500,03230,42
30,1,0,03230,42
46,2,48000,03231,42
18,2,1800,03231,42
19,2,11000,03231,42
71,1,77500,03231,42
69,2,14500,03231,42
42,1,60000,03231,42
36,1,97000,03231,42
35,1,15000,03231,42
31,1,70000,03231,42
78,2,38400,03229,42
26,2,20000,03216,42
73,1,68500,03216,42
58,2,97500,03216,42
81,2,37400,03224,42
22,1,13000,03227,42
23,2,26000,03227,42
23,1,60000,03227,42
62,1,45000,03221,42
55,2,45000,03221,42
43,1,33000,03223,42
77,1,59500,03221,42
76,2,12100,03221,42
75,2,29600,03216,42
27,1,38000,03216,42
15,2,0,03216,42
34,1,210000,03230,42
68,2,0,03228,42
68,1,0,03228,42
34,2,60000,03230,42
59,2,87000,03228,42
32,2,84000,03231,42
33,1,105000,03231,42
76,1,27300,03230,42
82,2,84700,03221,42
31,1,126000,03216,42
31,2,7990,03216,42
0,1,-19999,03216,42
32,1,85000,03230,42
68,1,160100,03231,42
43,2,0,03231,42
71,2,39600,03231,42
75,2,7100,03221,42
78,1,7100,03221,42
69,2,40800,03230,42
64,2,1200,03216,42
45,2,11200,03216,42
34,1,36000,03216,42
7,2,-19999,03216,42
31,2,29500,03216,42
14,1,-19999,03216,42
29,2,34000,03229,42
76,1,2700,03231,42
66,2,150000,03231,42
64,1,27000,03216,42
55,2,0,03216,42
29,1,28540,03229,42
61,1,45010,03222,42
58,2,125010,03222,42
83,2,-1600,03222,42
74,1,41000,03223,42
72,2,0,03223,42
64,1,840,03225,42
31,2,110000,03230,42
32,1,310000,03230,42
35,1,142000,03231,42
34,1,30000,03231,42
66,2,28500,03229,42
80,1,132600,03230,42
42,2,19200,03223,42
49,1,60000,03223,42
19,2,8000,03223,42
15,1,0,03223,42
72,1,7200,03227,42
44,2,35000,03227,42
30,2,15400,03227,42
8,2,-19999,03227,42
2,1,-19999,03227,42
38,2,70000,03231,42
39,1,65000,03231,42
68,1,4700,03230,42
40,2,83000,03230,42
41,1,67000,03230,42
35,2,1500,03227,42
69,2,76800,03216,42
71,1,14040,03222,42
63,2,14000,03222,42
56,1,165000,03222,42
48,2,50000,03222,42
23,1,0,03222,42
23,1,17100,03222,42
36,1,13000,03228,42
0,2,-19999,03228,42
24,1,65000,03228,42
64,1,36600,03228,42
55,2,80000,03228,42
76,1,25000,03227,42
43,2,83250,03230,42
40,1,20000,03222,42
33,2,40000,03222,42
12,1,-19999,03222,42
3,2,-19999,03222,42
59,2,0,03222,42
37,2,37000,03231,42
15,1,0,03231,42
9,1,-19999,03231,42
59,2,30000,03231,42
30,1,20000,03222,42
23,1,56000,03228,42
23,2,32000,03228,42
57,1,18000,03231,42
50,2,15000,03231,42
24,1,0,03231,42
52,1,200200,03230,42
54,1,0,03230,42
47,2,75000,03228,42
27,2,65000,03228,42
17,2,0,03228,42
24,2,3000,03230,42
28,1,100000,03230,42
24,2,20000,03230,42
49,1,113000,03216,42
41,1,40000,03230,42
59,1,100000,03230,42
9,1,-19999,03230,42
12,2,-19999,03230,42
73,2,18300,03223,42
20,2,28800,03216,42
34,1,50000,03229,42
30,2,0,03229,42
61,1,1900,03216,42
39,1,35000,03231,42
42,2,4000,03231,42
8,2,-19999,03231,42
6,2,-19999,03231,42
39,1,101000,03231,42
38,2,64080,03231,42
3,1,-19999,03231,42
29,2,35600,03216,42
29,1,48000,03216,42
58,1,14000,03221,42
56,2,600,03221,42
19,1,6000,03221,42
65,1,10900,03230,42
18,1,0,03230,42
26,2,15000,03230,42
27,2,9600,03230,42
23,1,135000,03229,42
26,2,0,03229,42
47,2,40000,03224,42
17,2,0,03224,42
27,2,66800,03216,42
2,2,-19999,03216,42
75,1,4600,03223,42
40,2,152000,03230,42
85,2,5100,03231,42
50,2,36000,03222,42
28,2,29100,03222,42
39,2,40000,03229,42
12,1,-19999,03229,42
10,2,-19999,03229,42
5,1,-19999,03229,42
58,2,28600,03224,42
32,1,139000,03230,42
36,2,110000,03230,42
27,2,40000,03216,42
24,1,35000,03216,42
68,1,34800,03221,42
75,2,10000,03221,42
37,1,11300,03229,42
26,1,68000,03230,42
77,2,28100,03223,42
44,1,545000,03230,42
46,2,1470,03230,42
14,2,-19999,03230,42
11,1,-19999,03230,42
35,2,85000,03216,42
37,1,556700,03216,42
25,1,45370,03224,42
26,1,30000,03224,42
71,1,10300,03224,42
62,2,0,03224,42
30,1,74000,03229,42
33,2,26500,03231,42
8,1,-19999,03231,42
66,2,42000,03231,42
68,2,20500,03223,42
68,1,21700,03223,42
70,1,90000,03224,42
65,2,6600,03224,42
60,1,44000,03216,42
24,1,210000,03216,42
55,2,0,03224,42
53,1,80000,03224,42
57,2,545000,03231,42
51,2,5300,03225,42
27,1,23700,03225,42
64,2,35000,03216,42
70,1,16800,03216,42
87,2,24000,03216,42
64,2,16000,03221,42
35,1,50000,03228,42
35,2,60000,03228,42
1,2,-19999,03228,42
79,1,595100,03230,42
68,2,156000,03230,42
45,2,71500,03223,42
47,1,80000,03223,42
22,1,36000,03223,42
17,2,1400,03223,42
74,2,19600,03216,42
55,1,43600,03216,42
44,1,1000,03227,42
44,2,60000,03227,42
26,2,0,03227,42
44,2,52000,03222,42
64,1,54200,03225,42
65,2,34000,03224,42
24,1,28200,03224,42
26,2,6300,03230,42
29,2,55000,03230,42
27,1,105000,03230,42
27,1,95000,03230,42
31,2,0,03223,42
30,1,49000,03223,42
45,2,123000,03229,42
53,2,27510,03229,42
15,1,0,03229,42
70,1,11200,03230,42
58,2,14100,03231,42
23,1,0,03231,42
30,2,8300,03228,42
38,2,6000,03228,42
32,2,60000,03228,42
62,2,10000,03216,42
33,2,50000,03222,42
75,2,16000,03227,42
53,2,45600,03227,42
31,1,35100,03227,42
29,1,21100,03227,42
23,2,15200,03227,42
1,1,-19999,03227,42
67,2,12400,03224,42
38,2,90000,03224,42
33,2,62000,03224,42
7,1,-19999,03224,42
2,1,-19999,03224,42
38,1,58000,03224,42
59,2,8000,03230,42
66,1,30800,03221,42
79,2,98700,03216,42
43,2,65000,03216,42
40,2,31300,03230,42
44,1,90130,03230,42
6,1,-19999,03230,42
66,2,0,03231,42
44,2,70000,03227,42
20,1,33000,03227,42
16,2,0,03227,42
10,1,-19999,03227,42
29,1,70000,03216,42
68,2,62600,03221,42
69,1,541400,03221,42
26,2,11500,03222,42
1,2,-19999,03222,42
35,2,37000,03230,42
64,1,25100,03228,42
61,2,0,03228,42
52,1,120150,03216,42
51,2,11000,03216,42
88,2,95600,03229,42
60,1,68760,03229,42
53,2,50000,03227,42
23,2,31000,03227,42
53,2,12000,03224,42
30,2,9000,03224,42
29,1,4000,03224,42
11,1,-19999,03224,42
1,2,-19999,03224,42
28,2,76000,03231,42
28,1,40000,03231,42
29,2,70000,03228,42
79,1,22180,03229,42
66,2,900,03229,42
56,1,30000,03229,42
42,1,32000,03229,42
0,1,-19999,03229,42
59,2,43000,03227,42
11,2,-19999,03227,42
28,2,33000,03228,42
30,2,55000,03228,42
62,1,8100,03228,42
74,2,21800,03229,42
22,1,30000,03216,42
60,1,0,03216,42
66,2,0,03216,42
35,2,4800,03216,42
0,1,-19999,03216,42
39,1,10000,03216,42
42,1,100000,03230,42
38,2,66000,03230,42
37,2,6000,03221,42
35,1,58000,03221,42
4,1,-19999,03221,42
1,1,-19999,03221,42
0,1,-19999,03221,42
63,2,30800,03227,42
64,1,34300,03227,42
42,1,250250,03221,42
26,2,107290,03230,42
25,1,95000,03230,42
26,2,24000,03230,42
43,2,85000,03227,42
44,1,5000,03227,42
62,2,7800,03223,42
68,1,24000,03223,42
81,1,42600,03216,42
80,2,39200,03216,42
87,2,0,03222,42
15,1,0,03222,42
27,2,503000,03230,42
66,1,820,03221,42
71,2,13800,03216,42
26,1,5000,03227,42
62,2,53500,03228,42
44,1,1900,03228,42
42,2,35000,03228,42
16,2,13300,03228,42
28,2,18000,03229,42
34,2,74000,03231,42
70,2,24800,03221,42
28,2,0,03229,42
76,2,4810,03223,42
34,1,65000,03231,42
35,1,100000,03230,42
43,2,16000,03224,42
15,1,500,03224,42
13,2,-19999,03224,42
83,1,4600,03230,42
34,2,90000,03231,42
26,2,65000,03230,42
28,2,35000,03221,42
29,1,18000,03221,42
61,2,90000,03229,42
62,1,12000,03227,42
50,2,0,03227,42
28,1,125000,03227,42
21,2,0,03227,42
12,1,-19999,03227,42
34,1,145000,03230,42
29,1,0,03230,42
59,2,36000,03229,42
28,2,73000,03229,42
21,2,20800,03229,42
31,1,105000,03230,42
30,2,88000,03230,42
32,1,85000,03230,42
79,2,36000,03222,42
31,2,201000,03230,42
30,1,66000,03230,42
70,2,12000,03225,42
71,1,16000,03225,42
36,2,108000,03231,42
41,1,215000,03231,42
6,1,-19999,03231,42
43,2,65000,03223,42
43,1,125000,03223,42
68,2,114800,03216,42
73,1,135100,03216,42
62,2,168000,03216,42
49,1,32800,03225,42
51,2,24000,03225,42
53,1,0,03225,42
24,1,800,03225,42
22,2,30000,03225,42
